,0
Coefficients,-0.0075671889565523485
Intercept,54.01516575628363
R-squared,0.2509777305696883
Adjusted R-squared,0.24649256727968638
Mean Squared Error,462.6847556151385
Root Mean Squared Error,21.51010821951248
F-statistic,55.957322920473615
